"","observed","mean.simulated","lowCI","uppCI","sign"
"Candidatus Lindowbacteria bacterium RIFCSPLOWO2_12_FULL_62_27",8.55795677799607,16.8130245202909,11.8849976395017,21.8345864661654,"SPECIALIST"
"Candidatus Liptonbacteria bacterium",16.1137809187279,17.3128685120635,12.517405589161,22.2916549162767,"NON SIGNIFICANT"
"Candidatus Lithacetigena glycinireducens",9.84892086330935,11.8808792477465,7.39802139037433,16.1058823529412,"NON SIGNIFICANT"
"Candidatus Lloydbacteria bacterium RIFCSPHIGHO2_02_FULL_50_13",12.8190234433328,19.9724724610217,14.299947323299,25.392728633869,"SPECIALIST"
"Candidatus Loosdrechtia aerotolerans",4.28450704225352,12.2273531955655,7.96128774109541,16.3638248847926,"SPECIALIST"
"Candidatus Lumbricidophila eiseniae",15.6068111455108,14.3765958416681,9.7504835589942,19.3141762452107,"NON SIGNIFICANT"
"Candidatus Lustribacter sp.",29.0868655730485,25.4715615116352,19.896337227141,31.1707658277173,"NON SIGNIFICANT"
"Candidatus Luteimonas excrementigallinarum",2.80641466208476,14.3391345912427,9.56754117398649,19.1443928395669,"SPECIALIST"
"Candidatus Lutibacillus vidarii",22.4858930537049,23.2178078600197,17.3123869851197,28.6638052251441,"NON SIGNIFICANT"
"Candidatus Macondimonas sp.",20.362763915547,18.5575797355548,13.3865397742868,24.1141160751349,"NON SIGNIFICANT"
"Candidatus Magasanikbacteria bacterium",1.11724137931034,8.97122489095055,5.58620689655172,12.4615384615385,"SPECIALIST"
"Candidatus Magnetaquicoccus inordinatus",11.0769230769231,14.4527285440755,9.74344850891273,19.2,"NON SIGNIFICANT"
"Candidatus Magnetobacterium bavaricum",17.3138019247168,20.89405890661,15.8642936664727,25.9130156977923,"NON SIGNIFICANT"
"Candidatus Magnetominusculus xianensis",3.94321766561514,13.1703124317026,8.38786353467561,17.6056338028169,"SPECIALIST"
"Candidatus Magnetomorum sp. HK-1",15.1821305841924,15.4963760811373,10.6708547232408,20.3594470046083,"NON SIGNIFICANT"
"Candidatus Magnetoovum chiemensis",3.2,5.71605692085692,3.2,8,"NON SIGNIFICANT"
"Candidatus Magnetoovum sp. WYHC-5",13.474690577461,23.1345590328793,17.4400179269054,28.612853663644,"SPECIALIST"
"Candidatus Mailhella merdavium",1,8.18523403157037,4.78723404255319,11.8421052631579,"SPECIALIST"
"Candidatus Manganitrophaceae bacterium",30.7931827509828,30.662384240274,24.6041943834452,36.0909626042487,"NON SIGNIFICANT"
"Candidatus Manganitrophus morganii",36.3872639944968,29.6091071786025,23.708615656883,35.2169736303016,"GENERALIST"
"Candidatus Manganitrophus noduliformans",18.6482639899137,27.9664790581961,22.0260917605735,33.5457885113067,"SPECIALIST"
"Candidatus Manganitrophus sp.",24.9272748738231,28.374919166462,22.8992154034531,33.9800207984556,"NON SIGNIFICANT"
"Candidatus Margulisiibacteriota bacterium",25.4916191366862,37.9433528761971,33.1987822077013,41.7994957099505,"SPECIALIST"
"Candidatus Marimicrobium litorale",19.0873563218391,21.5892357057989,15.8761252642489,27.4355151985293,"NON SIGNIFICANT"
"Candidatus Melainabacteria bacterium",32.2304444996275,26.4503167966246,20.1848447523816,31.5378491350575,"GENERALIST"
"Candidatus Melainabacteria bacterium GWF2_37_15",12.2882398155265,18.8784819832332,13.9533085657463,24.088900050226,"SPECIALIST"
"Candidatus Melainabacteria bacterium HGW-Melainabacteria-1",12.1,12.6602164363711,8.06666666666667,16.9824561403509,"NON SIGNIFICANT"
"Candidatus Melainabacteria bacterium RIFCSPHIGHO2_02_FULL_34_12",2,1.933,1,2,"NON SIGNIFICANT"
"Candidatus Mesolinea sp.",3.57142857142857,4.20673405026346,2.27272727272727,5,"NON SIGNIFICANT"
"Candidatus Methylacidiphilales bacterium",19.4066093165781,29.521649289079,24.0833133010191,34.7487353176658,"SPECIALIST"
"Candidatus Methylacidiphilum infernorum",2,1.939,1,2,"NON SIGNIFICANT"
"Candidatus Methylacidithermus pantelleriae",33.5883495145631,17.9820993527782,12.9282511210762,23.1264424006185,"GENERALIST"
"Candidatus Methylobacter favarea",5.0979020979021,10.6112014083625,6.81308411214953,14.2941176470588,"SPECIALIST"
"Candidatus Methylobacter oryzae",7.82285714285714,11.912726190017,7.64593197320905,15.7448884381339,"NON SIGNIFICANT"
"Candidatus Methylobacter titanis",7.87487351326245,23.7320353647313,17.8574375526852,29.1047038026911,"SPECIALIST"
"Candidatus Methylomirabilis lanthanidiphila",17.0115227085179,27.4747260065311,21.7834717891647,33.0617649034295,"SPECIALIST"
"Candidatus Methylomirabilis limnetica",11.75688157862,27.3772675744877,21.4051627665925,33.1065705930758,"SPECIALIST"
"Candidatus Methylomirabilis oxygeniifera",27.193366242314,26.4077757209851,20.5300649886871,32.2424880600265,"NON SIGNIFICANT"
"Candidatus Methylomirabilis sp.",28.9712403204523,41.4985721304112,38.1630309752666,42.7255262045522,"SPECIALIST"
"Candidatus Methylomirabilis tolerans",25.6226850836805,30.1754344234375,24.3811936169312,35.4483261990012,"NON SIGNIFICANT"
"Candidatus Methylophosphatis roskildensis",10.7985413502822,27.974364903258,22.1325773340692,33.6022155601205,"SPECIALIST"
"Candidatus Methylopumilus sp.",11.7603607806547,22.6264689182132,16.6169533133345,28.1035890251824,"SPECIALIST"
"Candidatus Methylumidiphilus alinenensis",17.9616211745244,22.0169068105199,16.4005835858546,27.3773788710979,"NON SIGNIFICANT"
"Candidatus Microgenomates bacterium",6.08154919413038,17.5819775528765,12.6966856236137,22.5120213713268,"SPECIALIST"
"Candidatus Microsaccharimonas sp.",1.26200873362445,8.85081548774212,5.45283018867925,12.5652173913043,"SPECIALIST"
"Candidatus Microthrix parvicella",5.76190476190476,7.0300134731957,4.17241379310345,9.34999999999996,"NON SIGNIFICANT"
"Candidatus Microthrix sp.",33.7390164330594,31.2330808366475,25.5534804186245,36.4547551121642,"NON SIGNIFICANT"
"Candidatus Moduliflexus flocculans",7.52645861601085,16.6118114609508,11.6778947368421,21.2542341825246,"SPECIALIST"
"Candidatus Moranbacteria bacterium CG17_big_fil_post_rev_8_21_14_2_50_41_107",7.34782608695652,7.65656177584507,4.56756756756757,11.2666666666667,"NON SIGNIFICANT"
"Candidatus Moranbacteria bacterium RIFCSPHIGHO2_02_FULL_40_12b",1.94166208035223,15.1033095294528,10.3749535603715,19.9322033898305,"SPECIALIST"
"Candidatus Moraniibacteriota bacterium",20.6963064295486,24.6398821075469,18.8530813973201,30.0783081631154,"NON SIGNIFICANT"
"Candidatus Muiribacterium halophilum",24.4842220526263,24.6470299988203,18.7607993694541,30.2517129157588,"NON SIGNIFICANT"
"Candidatus Muproteobacteria bacterium RBG_16_60_9",34.1760406934496,26.5916587224781,20.8492963386652,32.1039059060274,"GENERALIST"
"Candidatus Muproteobacteria bacterium RBG_16_64_10",1,1,1,1,"NON SIGNIFICANT"
"Candidatus Muproteobacteria bacterium RBG_16_65_31",6.23076923076923,6.17057537200398,3.52173913043478,9,"NON SIGNIFICANT"
"Candidatus Muproteobacteria bacterium RIFCSPHIGHO2_01_FULL_65_16",13.9619686800895,14.8974288157927,10.3148527509633,19.564263322884,"NON SIGNIFICANT"
"Candidatus Muproteobacteria bacterium RIFCSPHIGHO2_02_FULL_65_16",13.6306288819876,22.5803195421635,17.0690369143921,27.6233158054775,"SPECIALIST"
"Candidatus Mycobacterium methanotrophicum",7.13146997929607,17.7164490215434,12.6166394620005,22.6994537056671,"SPECIALIST"
"Candidatus Mycobacterium wuenschmannii",6.80926016180914,22.9227208082095,17.4472445777125,28.5720961904087,"SPECIALIST"
"Candidatus Mycolicibacterium alkanivorans",13.9800932856595,25.6898295860094,19.7971004928496,31.4361425498782,"SPECIALIST"
"Candidatus Nanopelagicaceae bacterium",17.4513025289979,25.1495063386223,19.6320504195008,30.6666030311914,"SPECIALIST"
"Candidatus Nanopelagicales bacterium",39.7915896123193,37.8120120413617,32.7307930633974,41.5747591947113,"NON SIGNIFICANT"
"Candidatus Nanopelagicus sp.",7.24764890282132,14.3624264734511,9.836222282072,19.1074380165289,"SPECIALIST"
"Candidatus Nanoperiomorbaceae bacterium",8.42415229030339,16.4828870410432,11.3925985518906,21.6215027530014,"SPECIALIST"
"Candidatus Nealsonbacteria bacterium",20.4660808059158,21.6076760241557,16.0453909126393,26.9922756163762,"NON SIGNIFICANT"
"Candidatus Nealsonbacteria bacterium CG23_combo_of_CG06-09_8_20_14_all_39_25",1,1.93,1,2,"NON SIGNIFICANT"
"Candidatus Nealsonbacteria bacterium RIFCSPLOWO2_01_FULL_41_9",11.1863996612015,24.7415260585289,19.0097530349948,30.0827115793648,"SPECIALIST"
"Candidatus Neomarinimicrobiota bacterium",26.8225048263481,33.7265471318898,28.0704945494031,38.7211513529624,"SPECIALIST"
"Candidatus Nephrothrix sp. EaCA",1,1,1,1,"NON SIGNIFICANT"
"Candidatus Nephthysia bennettiae",28.8100512823781,33.7243368562458,28.4887126715598,38.7598917548824,"NON SIGNIFICANT"
"Candidatus Nitricoxidireducens bremensis",1,1,1,1,"NON SIGNIFICANT"
"Candidatus Nitrobium versatile",4.64313123561013,16.2639657689074,11.3073582902591,21.0069444444444,"SPECIALIST"
"Candidatus Nitromaritima sp. SCGC AAA799-A02",31.4411297110259,24.5463616659581,18.7838022696512,30.0375031944799,"GENERALIST"
"Candidatus Nitronauta litoralis",14.0725360898236,19.8003332416459,14.5122220180114,24.8731512225052,"SPECIALIST"
"Candidatus Nitronereus thalassa",18.4695072369491,23.5843972081211,18.30411095855,29.2945243012503,"NON SIGNIFICANT"
"Candidatus Nitrospira allomarina",24.9397412892686,25.2865934477257,19.2655308697046,31.0104983916086,"NON SIGNIFICANT"
"Candidatus Nitrospira inopinata",16.8918918918919,10.2991253727858,6.44004477767364,14.5348837209302,"GENERALIST"
"Candidatus Nitrospira kreftii",23.323609283756,32.8840190108336,27.094494699034,37.7910726934786,"SPECIALIST"
"Candidatus Nitrospira neomarina",19.5251638506404,25.2977929764269,19.4070752776635,30.784878641039,"NON SIGNIFICANT"
"Candidatus Nitrospira nitrificans",21.8276100603266,38.5022045057734,33.9398055984948,41.9845582698246,"SPECIALIST"
"Candidatus Nitrospira nitrosa",20.0805327066197,23.8042112708377,18.2071919439655,29.3061025197184,"NON SIGNIFICANT"
"Candidatus Nitrotoga arctica",7.34782608695652,7.63527186066101,4.56756756756757,11.2666666666667,"NON SIGNIFICANT"
"Candidatus Nitrotoga fabula",1,4.74415714285714,2.57142857142857,6,"SPECIALIST"
"Candidatus Nitrotoga sp.",1.29292929292929,8.47596384508747,5.12,11.6363636363636,"SPECIALIST"
"Candidatus Nitrotoga sp. 1052",14.8056074766355,15.1856657797401,10.4361001317523,20.1552162849873,"NON SIGNIFICANT"
"Candidatus Nitrotoga sp. AM1P",14.8725341426404,15.5694893742283,10.4599786552828,20.1252566735113,"NON SIGNIFICANT"
"Candidatus Nitrotoga sp. CP45",12.7475580362806,20.4186348260857,15.0707963885281,25.8928872185466,"SPECIALIST"
"Candidatus Nitrotoga sp. HW29",8.32887189292543,16.8780676076825,11.9987654320988,21.7284083025519,"SPECIALIST"
"Candidatus Nitrotoga sp. LAW",13.696682464455,17.8062794042677,12.586287828793,22.7568028266971,"NON SIGNIFICANT"
"Candidatus Nitrotoga sp. M5",5.6864064602961,13.9296759704203,9.12428876657609,18.2940367492769,"SPECIALIST"
"Candidatus Nitrotoga sp. SPKER",3.27027027027027,6.89334487591845,3.90322580645161,9.30769230769231,"SPECIALIST"
"Candidatus Niyogibacteria bacterium",10.361682133208,20.1437558911905,14.9072202942391,25.4281556998769,"SPECIALIST"
"Candidatus Niyogibacteria bacterium CG10_big_fil_rev_8_21_14_0_10_46_36",5.36507936507936,10.5690793838037,6.62745098039216,14.695652173913,"SPECIALIST"
"Candidatus Nocardiopsis merdipullorum",3.44744871120463,19.3835096909871,14.0864970406441,24.4729092084147,"SPECIALIST"
"Candidatus Nomurabacteria bacterium",4.63458885941645,18.6127564065612,13.5411692597697,23.9085933223864,"SPECIALIST"
"Candidatus Nomurabacteria bacterium GW2011_GWA2_40_97",3.76923076923077,5.247762526752,2.57894736842105,7,"NON SIGNIFICANT"
"Candidatus Nomurabacteria bacterium RIFCSPLOWO2_12_FULL_46_14",1,10.9153763018108,6.728,14.7543859649123,"SPECIALIST"
"Candidatus Obscuribacter sp.",17.5180487804878,19.6062824397166,14.2158216896291,24.5137291818199,"NON SIGNIFICANT"
"Candidatus Obscuribacterales bacterium",11.4747947112039,24.9484053884972,19.0973926438039,30.7286894462261,"SPECIALIST"
"Candidatus Odyssella sp.",18.1382023613349,39.4799373324609,34.7074913368294,42.4156409285026,"SPECIALIST"
"Candidatus Odyssella thessalonicensis",2,1.926,1,2,"NON SIGNIFICANT"
"Candidatus Olsenella avicola",6.22352941176471,9.91130089328375,6.22352941176471,13.5641025641026,"NON SIGNIFICANT"
"Candidatus Omnitrophica bacterium CG02_land_8_20_14_3_00__42_8",9.54328919533025,20.5920081262809,15.2948148249209,25.5297164132799,"SPECIALIST"
"Candidatus Omnitrophica bacterium CG1_02_41_171",2.68837209302326,11.5416133435461,7.31416930379747,15.6216216216216,"SPECIALIST"
"Candidatus Omnitrophica bacterium CG11_big_fil_rev_8_21_14_0_20_63_9",6.68098159509202,17.713433294629,12.7964420424496,22.8599033330297,"SPECIALIST"
"Candidatus Omnitrophica bacterium CG12_big_fil_rev_8_21_14_0_65_50_5",6.83574244415243,15.8860735568811,11.1589600214139,20.6469857142857,"SPECIALIST"
"Candidatus Omnitrophota bacterium",37.6885736692227,37.1553626936703,32.2348325295847,41.4509399576971,"NON SIGNIFICANT"
"Candidatus Opimibacter skivensis",6.66666666666667,9.39620540254114,5.71428571428571,13.3333333333333,"NON SIGNIFICANT"
"Candidatus Ozemobacteraceae bacterium",26.6698872785829,20.8025351079276,15.1547891892095,26.0122569424632,"GENERALIST"
"Candidatus Paceibacterota bacterium",38.7863325773761,38.7703089442122,33.5940958085161,42.2902016332406,"NON SIGNIFICANT"
"Candidatus Palauibacter australiensis",1,1.942,1,2,"NON SIGNIFICANT"
"Candidatus Palauibacter scopulicola",2,1.916,1,2,"NON SIGNIFICANT"
"Candidatus Palauibacterales bacterium",19.5314678275749,25.0330272756716,19.295614320886,30.5684111904986,"NON SIGNIFICANT"
"Candidatus Parabeggiatoa sp.",2.57894736842105,5.31773573755695,3.26666666666667,7,"SPECIALIST"
"Candidatus Parcubacteria bacterium",24.6634129556855,26.1956332570677,20.2554748411299,31.3729562765376,"NON SIGNIFICANT"
"Candidatus Pelagibacter sp.",2.13422222222222,12.9815699050799,8.92565055762082,17.5255474452555,"SPECIALIST"
"Candidatus Peregrinibacteria bacterium",11.3479652877243,20.9692017221145,15.3553875127307,26.1689564561941,"SPECIALIST"
"Candidatus Peregrinibacteria bacterium CG10_big_fil_rev_8_21_14_0_10_55_24",1.38378378378378,11.3539364457591,7.2112676056338,15.5151515151515,"SPECIALIST"
"Candidatus Peregrinibacteria bacterium Gr01-1014_25",3.65497076023392,10.3450452604873,6.31313131313131,14.5348837209302,"SPECIALIST"
"Candidatus Peregrinibacteria bacterium Greene0416_19",10.1693121693122,16.5104775794256,11.1569909477588,21.5426613827349,"SPECIALIST"
"Candidatus Peribacteraceae bacterium",11.325531630333,19.9692800184381,14.2630241930099,25.3786755741617,"SPECIALIST"
"Candidatus Peribacteria bacterium",11.6363636363636,14.8410139469073,10.3896103896104,19.5121951219512,"NON SIGNIFICANT"
"Candidatus Phaeomarinobacter ectocarpi",10.5611368142763,22.7325758527258,17.0347080153673,27.8405318661165,"SPECIALIST"
"Candidatus Phosphoribacter baldrii",14.8561098550595,27.4718075886441,21.6761270953027,33.0648041169536,"SPECIALIST"
"Candidatus Phosphoribacter hodrii",15.3655023565168,25.5116406479336,19.4603505839239,31.2972215521656,"SPECIALIST"
"Candidatus Phyllobacterium onerii",13.3743675218763,25.3477755327978,19.616320598097,31.0613526834725,"SPECIALIST"
"Candidatus Planktophila limnetica",2.66666666666667,3.49793333333333,2,4,"NON SIGNIFICANT"
"Candidatus Planktophila versatilis",14.9000251825737,20.5503021938198,15.4118457834173,25.9514467908137,"SPECIALIST"
"Candidatus Polarisedimenticola svalbardensis",3,2.7624,1.8,3,"NON SIGNIFICANT"
"Candidatus Polarisedimenticolaceae bacterium",32.5189202097047,40.5768039708177,36.7064322629096,42.6919505132903,"SPECIALIST"
"Candidatus Polarisedimenticolia bacterium",38.8880892479414,41.0692941991224,37.3385588869234,42.6759902467786,"NON SIGNIFICANT"
"Candidatus Poribacteria bacterium",20.187579488844,35.4952195575403,30.2968724805833,40.0393760300662,"SPECIALIST"
"Candidatus Poriferisodalis multihospitum",23.2479133769456,21.8257165707992,16.4190805538413,27.0850663075454,"NON SIGNIFICANT"
"Candidatus Portnoybacteria bacterium",2.4949083503055,11.7067595567084,7.60869565217391,15.919696969697,"SPECIALIST"
"Candidatus Portnoybacteria bacterium CG23_combo_of_CG06-09_8_20_14_all_37_13",4.83018867924528,11.2294804502018,7.10867579908676,15.5151515151515,"SPECIALIST"
"Candidatus Portnoybacteria bacterium RBG_19FT_COMBO_36_7",7.75691715454327,20.2240982335858,14.6924298338222,25.4599298895104,"SPECIALIST"
"Candidatus Portnoybacteria bacterium RIFCSPLOWO2_12_FULL_39_9",11.8040685224839,18.6519395162087,13.0699593655626,23.8668822336532,"SPECIALIST"
"Candidatus Pristimantibacillus sp.",1.32967032967033,9.7186077784487,6.04631097560976,13.4444444444444,"SPECIALIST"
"Candidatus Promineifilaceae bacterium",34.6901359053047,26.6115143650008,21.1636815172341,32.2823836390703,"GENERALIST"
"Candidatus Promineifilum breve",15.6850444450412,28.4089158095596,22.2725703902165,34.1040185177868,"SPECIALIST"
"Candidatus Promineofilum glycogenicum",11.760325770797,22.4561443376461,16.7450096946634,27.9502271380604,"SPECIALIST"
"Candidatus Propionivibrio aalborgensis",33.0918388079919,23.8391269538872,18.1785752593569,29.1663807461442,"GENERALIST"
"Candidatus Protistobacter heckmanni",8.04761904761905,7.66027932036378,4.82857142857143,11.2666666666667,"NON SIGNIFICANT"
"Candidatus Protochlamydia amoebophila",1,13.6352033204177,9.34444444444444,18.4835164835165,"SPECIALIST"
"Candidatus Protochlamydia naegleriophila",16.8233215547703,14.2718611422509,9.7722307261527,18.6742780748663,"NON SIGNIFICANT"
"Candidatus Protofrankia californiensis",20.1998841287934,28.2251308219268,22.5821361482811,33.7833595437791,"SPECIALIST"
"Candidatus Protofrankia datiscae",11.1897828863346,20.1850176083857,14.6758012358411,25.60374050263,"SPECIALIST"
"Candidatus Pseudobacter hemicellulosilyticus",1.03199181009662,16.8111225212209,11.7979689535082,21.7680044156399,"SPECIALIST"
"Candidatus Pullichristensenella excrementigallinarum",5,8.25103877885878,4.78723404255319,11.8421052631579,"NON SIGNIFICANT"
"Candidatus Puniceispirillum marinum",6.45161290322581,12.2469897229361,8,16.6666666666667,"SPECIALIST"
"Candidatus Ratteibacteria bacterium",6.81308411214953,10.6473196633208,6.94285714285714,14.8775510204082,"SPECIALIST"
"Candidatus Raymondbacteria bacterium RifOxyA12_full_50_37",2.39001932476981,17.3780015179813,12.1598569647689,22.3908413205538,"SPECIALIST"
"Candidatus Reconcilbacillus cellulovorans",14.6341463414634,16.3655045274287,10.859319631467,21.6216216216216,"NON SIGNIFICANT"
"Candidatus Rhodoblastus alkanivorans",24.7605809432993,26.0591752229089,20.042246998794,31.799178662009,"NON SIGNIFICANT"
"Candidatus Ribeiella danica",24.7130949705602,36.615736811135,31.3558181370267,41.0767627495281,"SPECIALIST"
"Candidatus Rickettsiella isopodorum",1.42105263157895,8.92043737410413,5.58155172413793,12.4615384615385,"SPECIALIST"
"Candidatus Riesia sp.",1.16798336798337,13.3030129207031,8.74808626887132,17.6666666666667,"SPECIALIST"
"Candidatus Riflebacteria bacterium",10.7372043010753,20.3630444063183,14.6536765362502,25.4877763460401,"SPECIALIST"
"Candidatus Roizmanbacteria bacterium",7.17291857273559,19.7021931972104,14.6791900749064,24.3637163853139,"SPECIALIST"
"Candidatus Roizmanbacteria bacterium GW2011_GWA2_35_8",21.9848631864933,21.8682887930382,16.2876037297412,27.4057949194349,"NON SIGNIFICANT"
"Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_02_FULL_37_13b",27.2101328903655,21.0126930414043,15.742534171157,26.3386671619734,"GENERALIST"
"Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_12_FULL_38_13",16.7403762810381,22.8825137328536,17.3005520831982,28.4638425169274,"SPECIALIST"
"Candidatus Rokubacteria bacterium 13_1_20CM_2_68_19",20.5871542008197,25.846776293519,19.7705408835714,31.3485714481459,"NON SIGNIFICANT"
"Candidatus Rokubacteria bacterium 13_1_20CM_2_69_58",25.006893769343,30.6710414757622,24.5998642176784,35.960541619029,"NON SIGNIFICANT"
"Candidatus Rokubacteria bacterium 13_1_20CM_2_70_7",6.75768267519335,23.5252598660518,18.0103312017611,28.9278768049195,"SPECIALIST"
"Candidatus Rokubacteria bacterium 13_1_20CM_4_68_9",30.2507632106883,33.380727310441,28.2653675047588,38.1654074160762,"NON SIGNIFICANT"
"Candidatus Rokubacteria bacterium 13_1_20CM_4_70_13",32.7904268654747,28.7042489449382,22.6451601017828,34.3147771609082,"NON SIGNIFICANT"
"Candidatus Rokubacteria bacterium 13_1_20CM_4_70_14",24.1672155140871,19.3952510872346,14.2423783981382,24.9717389444744,"NON SIGNIFICANT"
"Candidatus Rokubacteria bacterium 13_1_20CM_70_15",20.0159232072276,21.3841290203607,15.9338535690096,26.7776099108627,"NON SIGNIFICANT"
"Candidatus Rokubacteria bacterium 13_1_40CM_2_68_13",14.6741819511303,29.0263542357984,23.4013373708431,34.5668363817466,"SPECIALIST"
"Candidatus Rokubacteria bacterium 13_1_40CM_2_68_8",31.284528144834,35.2506348934363,29.982695925395,39.7696847819705,"NON SIGNIFICANT"
"Candidatus Rokubacteria bacterium 13_1_40CM_2_70_45",22.4263959390863,18.1124739384266,12.5506912878788,23.1612057667104,"NON SIGNIFICANT"
"Candidatus Rokubacteria bacterium 13_1_40CM_3_69_38",25.1876543209877,18.5063269776401,13.2732637580377,23.4277128806833,"GENERALIST"
"Candidatus Rokubacteria bacterium 13_1_40CM_4_67_11",33.5249005373824,35.575255340147,29.7597198472515,39.9528762472767,"NON SIGNIFICANT"
"Candidatus Rokubacteria bacterium 13_1_40CM_4_69_39",31.632054944847,26.575021807245,20.6718601335966,32.3615782244268,"NON SIGNIFICANT"
"Candidatus Rokubacteria bacterium 13_1_40CM_4_69_5",24.5716938401867,32.1374682149918,26.0285140468346,37.4752237851445,"SPECIALIST"
"Candidatus Rokubacteria bacterium 13_1_40CM_68_15",34.1437916934376,37.2460202687258,32.2891525458498,41.3037121241942,"NON SIGNIFICANT"
"Candidatus Rokubacteria bacterium 13_1_40CM_69_27",26.6106308559416,36.4413018928913,31.0278946468345,41.0526479894713,"SPECIALIST"
"Candidatus Rokubacteria bacterium 13_1_40CM_69_96",25.7915145266836,28.6085897554177,22.6804365933685,33.6113190390908,"NON SIGNIFICANT"
"Candidatus Rokubacteria bacterium 13_2_20CM_2_64_8",25.2414100194256,32.7665556163965,27.0578836766903,37.8129614513521,"SPECIALIST"
"Candidatus Rokubacteria bacterium 13_2_20CM_2_70_11",29.549700886457,30.4291830784512,24.4490512653988,35.7617667744108,"NON SIGNIFICANT"
"Candidatus Rokubacteria bacterium 13_2_20CM_69_10",30.3462526194285,30.4352366452899,24.7226021126328,36.0297100262187,"NON SIGNIFICANT"
"Candidatus Rokubacteria bacterium 13_2_20CM_69_15_1",27.6628454755811,32.5711102608272,26.7469313306634,37.6762140642215,"NON SIGNIFICANT"
"Candidatus Rokubacteria bacterium 13_2_20CM_69_15_2",30.9693233082707,29.5128464321633,24.2260472083149,34.7684106436466,"NON SIGNIFICANT"
"Candidatus Rokubacteria bacterium 13_2_20CM_70_12",22.1670164716154,29.5055088772896,23.8934353697471,34.8279760801924,"SPECIALIST"
"Candidatus Rokubacteria bacterium CSP1-6",21.8109286784841,34.5745588980691,29.3228126767018,39.6941865148044,"SPECIALIST"
"Candidatus Rokubacteria bacterium GWA2_70_23",24.9417773507447,37.7191868580029,32.5059254382082,41.783376356331,"SPECIALIST"
"Candidatus Rokubacteria bacterium GWA2_73_35",28.6716648783674,32.1725894196375,26.3236540887135,37.46220695598,"NON SIGNIFICANT"
"Candidatus Rokubacteria bacterium GWC2_70_16",28.4930050469977,36.0118010769993,30.629998312577,40.5489644833398,"SPECIALIST"
"Candidatus Rokubacteria bacterium GWC2_70_24",10.5893590663102,26.3235056299176,20.2257994444981,31.9756611103617,"SPECIALIST"
"Candidatus Rokubacteria bacterium GWF2_70_14",28.0815689770448,22.3029984624558,16.5957537104582,27.4914188243276,"GENERALIST"
"Candidatus Rokubacteria bacterium RBG_16_73_20",22.9249047804651,28.3675094592949,22.4056638170276,33.9110092804956,"NON SIGNIFICANT"
"Candidatus Rokubacteria bacterium RIFCSPHIGHO2_02_FULL_69_13",15.3917808219178,15.9489201353798,11.2546232781769,20.4309548772396,"NON SIGNIFICANT"
"Candidatus Rokubacteria bacterium RIFCSPHIGHO2_02_FULL_73_26",27.1674705519916,33.7927199328543,27.9085040151914,39.0209881018296,"SPECIALIST"
"Candidatus Rokubacteria bacterium RIFCSPHIGHO2_12_FULL_73_22",26.9202025831778,29.0551198505417,23.5017267252819,34.2997064189406,"NON SIGNIFICANT"
"Candidatus Rokubacteria bacterium RIFCSPLOWO2_02_FULL_68_19",30.4159293260776,32.2858080369064,25.779702182188,37.4282170583489,"NON SIGNIFICANT"
"Candidatus Rokubacteria bacterium RIFCSPLOWO2_02_FULL_71_18",26.2414805510452,32.4707403386459,27.216705625844,37.4550380936356,"SPECIALIST"
"Candidatus Rokubacteria bacterium RIFCSPLOWO2_02_FULL_72_37",30.1146147939596,24.1550177809575,18.0785896678624,29.8045182918069,"GENERALIST"
"Candidatus Rokubacteria bacterium RIFCSPLOWO2_02_FULL_73_56",16.2285204660752,24.605894242499,18.9480218320109,30.029518055149,"SPECIALIST"
"Candidatus Rokubacteria bacterium RIFCSPLOWO2_12_FULL_69_21",25.6091379967254,27.6581592654891,21.5161959411165,33.1223978796798,"NON SIGNIFICANT"
"Candidatus Rokubacteria bacterium RIFCSPLOWO2_12_FULL_71_19",27.2508879094474,32.5368771358414,26.5177876135633,37.9079507771494,"NON SIGNIFICANT"
"Candidatus Rokubacteria bacterium RIFCSPLOWO2_12_FULL_71_22",24.2162112412019,30.9518052784619,25.5419393111503,36.1035812057107,"SPECIALIST"
"Candidatus Rokubacteria bacterium RIFCSPLOWO2_12_FULL_73_47",29.7705531761958,25.345149410624,19.4993853301756,31.0063406841158,"NON SIGNIFICANT"
"Candidatus Rokuibacteriota bacterium",32.4079631593965,42.2393014408607,40.0542674778932,42.697804062137,"SPECIALIST"
"Candidatus Roseilinea sp.",9.74868189806678,16.6370652152862,12.0849673202614,21.6397919375813,"SPECIALIST"
"Candidatus Roseilinea sp. NK_OTU-006",18.0362694300518,13.6924575051089,9.04155844155844,18.2251308900524,"NON SIGNIFICANT"
"Candidatus Rubrimentiphilum sp.",1.17271001834579,30.3581466872307,24.9712644082385,35.5269656459796,"SPECIALIST"
"Candidatus Ruthenibacterium merdipullorum",1,1,1,1,"NON SIGNIFICANT"
"Candidatus Sabulitectum sp.",1,11.0581592887304,7.14006696428571,15,"SPECIALIST"
"Candidatus Saccharibacteria bacterium",7.0562893782242,33.9297077126179,28.3411514538397,39.1822643411229,"SPECIALIST"
"Candidatus Saccharibacteria bacterium 32-45-3",1.4327485380117,11.7400653690811,7.42424242424243,16.3333333333333,"SPECIALIST"
